tig00000001	NC_018649.1	91.821	13155	1018	40	610181	623294	1091042	1104179	0.0	18279
tig00000001	NC_018649.1	86.919	16192	1976	106	221597	237706	708828	724959	0.0	18037
tig00000001	NC_018649.1	91.309	12588	1005	58	1173962	1186497	1330005	1317455	0.0	17102
tig00000001	NC_018649.1	90.571	12303	1092	43	1062990	1075256	1243243	1255513	0.0	16231
tig00000001	NC_018649.1	91.441	11648	906	60	2505114	2516713	309851	321455	0.0	15902
tig00000001	NC_018649.1	89.916	12257	1143	69	175952	188160	665335	677546	0.0	15701
tig00000001	NC_018649.1	92.677	10051	697	28	2235091	2245126	2548	12574	0.0	14447
tig00000001	NC_018649.1	99.138	7888	60	7	1422234	1430115	1622622	1630507	0.0	14183
tig00000001	NC_018649.1	88.610	10500	1105	59	251357	261798	736238	746704	0.0	12680
tig00000001	NC_018649.1	91.648	9135	715	28	2516875	2525996	321519	330618	0.0	12598
tig00000001	NC_018649.1	89.758	8846	829	54	1917811	1926618	2075301	2084107	0.0	11245
tig00000001	NC_018649.1	86.541	7928	1023	39	213302	221209	700536	708439	0.0	8689
tig00000001	NC_018649.1	89.520	6078	551	53	245151	251193	730095	736121	0.0	7616
tig00000001	NC_018649.1	90.529	5575	484	29	1495283	1500843	1695531	1701075	0.0	7330
tig00000001	NC_018649.1	87.378	6441	724	68	1086111	1092499	1266306	1272709	0.0	7308
tig00000001	NC_018649.1	89.938	5486	501	36	139469	144938	547330	552780	0.0	7025
tig00000001	NC_018649.1	85.061	6520	889	71	189975	196443	678236	684721	0.0	6565
tig00000001	NC_018649.1	89.785	5120	461	38	133770	138857	514883	519972	0.0	6501
tig00000001	NC_018649.1	88.396	5386	588	23	1075301	1080672	1255617	1260979	0.0	6449
tig00000001	NC_018649.1	92.918	4349	302	6	237766	242111	725095	729440	0.0	6320
tig00000001	NC_018649.1	88.693	4882	522	22	2253760	2258619	40102	44975	0.0	5930
tig00000001	NC_018649.1	83.602	4708	716	41	208459	213131	695677	700363	0.0	4366
tig00000001	NC_018649.1	90.423	3216	291	17	24495	27701	383474	386681	0.0	4217
tig00000001	NC_018649.1	94.044	2703	157	4	2232389	2235089	1	2701	0.0	4096
tig00000001	NC_018649.1	80.171	5487	1030	54	1723437	1728894	592166	597623	0.0	4052
tig00000001	NC_018649.1	84.165	3966	581	37	198909	202855	687217	691154	0.0	3801
tig00000001	NC_018649.1	93.068	2236	155	0	1480982	1483217	536585	534350	0.0	3271
tig00000001	NC_018649.1	93.100	2232	154	0	1480982	1483213	460867	458636	0.0	3269
tig00000001	NC_018649.1	85.968	3036	392	28	204319	207333	692689	695711	0.0	3216
tig00000001	NC_018649.1	89.403	2444	219	23	1186527	1188959	1317380	1314966	0.0	3042
tig00000001	NC_018649.1	80.005	4186	777	42	899111	903273	1714145	1709997	0.0	3038
tig00000001	NC_018649.1	91.160	2172	187	5	145159	147328	552945	555113	0.0	2942
tig00000001	NC_018649.1	88.645	2281	257	2	1056370	1058649	1240952	1243231	0.0	2776
tig00000001	NC_018649.1	82.785	3160	487	46	1080940	1084069	1261151	1264283	0.0	2769
tig00000001	NC_018649.1	83.288	2938	463	26	892133	895056	1728007	1725084	0.0	2680
tig00000001	NC_018649.1	79.384	3701	689	58	895318	898971	1717990	1714317	0.0	2540
tig00000001	NC_018649.1	77.620	4084	793	89	1508555	1512588	1720584	1724596	0.0	2366
tig00000001	NC_018649.1	77.528	4085	795	89	1519117	1523129	1710037	1714070	0.0	2344
tig00000001	NC_018649.1	81.125	2861	492	30	628427	631278	1598588	1595767	0.0	2248
tig00000001	NC_018649.1	89.954	1742	172	3	2245305	2247044	36328	38068	0.0	2244
tig00000001	NC_018649.1	81.272	2798	476	37	2489346	2492128	278837	281601	0.0	2220
tig00000001	NC_018649.1	89.039	1779	187	5	1492130	1493901	1693764	1695541	0.0	2198
tig00000001	NC_018649.1	80.183	2952	552	26	2485175	2488109	274754	277689	0.0	2180
tig00000001	NC_018649.1	84.698	2150	291	31	148489	150614	556065	558200	0.0	2113
tig00000001	NC_018649.1	98.067	1190	18	3	1421066	1422251	1620050	1621238	0.0	2065
tig00000001	NC_018649.1	79.651	2806	523	43	628427	631210	566463	569242	0.0	1975
tig00000001	NC_018649.1	95.337	1201	56	0	1355812	1357012	1531421	1532621	0.0	1908
tig00000001	NC_018649.1	95.254	1201	57	0	1373614	1374814	1513619	1514819	0.0	1903
tig00000001	NC_018649.1	80.670	2478	434	39	2501641	2504098	304956	307408	0.0	1881
tig00000001	NC_018649.1	81.863	2233	359	43	1104821	1107033	1273624	1275830	0.0	1838
tig00000001	NC_018649.1	90.743	1372	123	3	1082623	1083992	1752696	1751327	0.0	1827
tig00000001	NC_018649.1	74.642	4259	982	79	633121	637330	571746	575955	0.0	1792
tig00000001	NC_018649.1	76.282	3470	756	55	633129	636565	1687207	1690642	0.0	1786
tig00000001	NC_018649.1	88.881	1412	153	4	1084456	1085865	1264671	1266080	0.0	1735
tig00000001	NC_018649.1	85.068	1681	248	3	934655	936333	1719835	1718156	0.0	1711
tig00000001	NC_018649.1	89.011	1365	145	4	1549938	1551300	1264182	1262821	0.0	1685
tig00000001	NC_018649.1	87.903	1364	139	16	642979	644333	1106510	1107856	0.0	1581
tig00000001	NC_018649.1	86.341	1391	158	16	1493900	1495281	1172743	1171376	0.0	1487
tig00000001	NC_018649.1	85.140	1467	183	26	641385	642840	1104129	1105571	0.0	1469
tig00000001	NC_018649.1	87.450	1259	134	14	2250214	2251466	38069	39309	0.0	1428
tig00000001	NC_018649.1	84.926	1413	200	12	49583	50988	375428	376834	0.0	1417
tig00000001	NC_018649.1	91.515	990	82	2	101834	102822	483343	484331	0.0	1362
tig00000001	NC_018649.1	95.401	848	38	1	100431	101278	451665	452511	0.0	1349
tig00000001	NC_018649.1	84.446	1363	196	11	1108575	1109933	578880	580230	0.0	1328
tig00000001	NC_018649.1	80.532	1618	293	17	750028	751634	390967	389361	0.0	1223
tig00000001	NC_018649.1	85.312	1171	163	7	196558	197721	684848	686016	0.0	1201
tig00000001	NC_018649.1	90.561	784	68	4	1905525	1906303	462945	463727	0.0	1033
tig00000001	NC_018649.1	81.629	1252	222	7	1110004	1111253	1275891	1277136	0.0	1031
tig00000001	NC_018649.1	92.138	725	52	5	1188964	1189683	1314918	1314194	0.0	1018
tig00000001	NC_018649.1	88.835	824	80	11	147587	148404	555226	556043	0.0	1002
tig00000001	NC_018649.1	79.207	1462	274	24	1480979	1482428	1586033	1587476	0.0	989
tig00000001	NC_018649.1	88.930	804	67	15	1456658	1457446	1662156	1662952	0.0	972
tig00000001	NC_018649.1	81.595	1179	207	10	847377	848550	580055	578882	0.0	966
tig00000001	NC_018649.1	88.806	804	68	15	1459788	1460584	1659026	1659814	0.0	966
tig00000001	NC_018649.1	98.711	543	6	1	1225301	1225843	1863735	1864276	0.0	963
tig00000001	NC_018649.1	97.422	543	13	1	1661341	1661882	1383126	1383668	0.0	924
tig00000001	NC_018649.1	79.606	1319	237	28	1916064	1917363	2073768	2075073	0.0	917
tig00000001	NC_018649.1	76.450	1741	378	25	2498106	2499824	299734	301464	0.0	915
tig00000001	NC_018649.1	81.728	1111	174	25	117792	118890	331044	329951	0.0	900
tig00000001	NC_018649.1	87.101	783	97	4	203470	204251	691786	692565	0.0	883
tig00000001	NC_018649.1	78.277	1358	270	23	1903921	1905267	15824	17167	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	591631	592977	17167	15824	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	77829	79175	17167	15824	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	77829	79175	454895	456238	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	591631	592977	454895	456238	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	1903921	1905267	456238	454895	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	77829	79175	1568081	1569424	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	591631	592977	1568081	1569424	0.0	850
tig00000001	NC_018649.1	78.277	1358	270	23	1903921	1905267	1569424	1568081	0.0	850
tig00000001	NC_018649.1	78.132	1349	270	23	77829	79166	528532	529866	0.0	833
tig00000001	NC_018649.1	78.132	1349	270	23	591631	592968	528532	529866	0.0	833
tig00000001	NC_018649.1	78.132	1349	270	23	1903930	1905267	529866	528532	0.0	833
tig00000001	NC_018649.1	88.922	677	72	3	429312	429987	914013	914687	0.0	832
tig00000001	NC_018649.1	77.813	1253	264	13	1904021	1905267	289299	290543	0.0	761
tig00000001	NC_018649.1	77.813	1253	264	13	591631	592877	290543	289299	0.0	761
tig00000001	NC_018649.1	77.813	1253	264	13	77829	79075	290543	289299	0.0	761
tig00000001	NC_018649.1	84.400	750	103	13	2504221	2504962	308429	309172	0.0	725
tig00000001	NC_018649.1	80.480	958	175	10	899186	900137	1724596	1723645	0.0	723
tig00000001	NC_018649.1	85.631	689	93	4	2525336	2526021	500440	499755	0.0	719
tig00000001	NC_018649.1	82.707	798	115	16	1458912	1459699	1631356	1632140	0.0	688
tig00000001	NC_018649.1	82.080	798	124	10	1458904	1459693	293826	294612	0.0	664
tig00000001	NC_018649.1	90.446	471	43	2	101300	101769	1594962	1595431	1.69e-174	619
tig00000001	NC_018649.1	92.228	386	28	1	1480607	1480992	461288	460905	2.91e-152	545
tig00000001	NC_018649.1	92.228	386	28	1	1480607	1480992	537006	536623	2.91e-152	545
tig00000001	NC_018649.1	76.715	962	212	10	1903920	1904876	483190	482236	3.79e-146	525
tig00000001	NC_018649.1	76.684	965	212	11	78220	79179	482236	483192	1.36e-145	523
tig00000001	NC_018649.1	76.691	961	212	10	592022	592977	482236	483189	1.36e-145	523
tig00000001	NC_018649.1	87.822	427	47	5	1906406	1906831	2072745	2073167	2.97e-137	496
tig00000001	NC_018649.1	90.278	360	31	2	1731145	1731501	581827	581469	6.48e-129	468
tig00000001	NC_018649.1	84.388	474	65	8	2526091	2526556	499706	499234	1.40e-125	457
tig00000001	NC_018649.1	89.790	333	33	1	2494892	2495224	296709	297040	3.95e-116	425
tig00000001	NC_018649.1	90.373	322	30	1	1107356	1107677	578464	578784	5.11e-115	422
tig00000001	NC_018649.1	88.657	335	35	3	57542	57875	408710	409042	5.15e-110	405
tig00000001	NC_018649.1	84.938	405	52	8	1480592	1480992	1585599	1585998	6.66e-109	401
tig00000001	NC_018649.1	75.000	828	179	25	897097	897910	1419177	1418364	1.46e-95	357
tig00000001	NC_018649.1	88.055	293	35	0	953284	953576	462961	463253	8.80e-93	348
tig00000001	NC_018649.1	92.444	225	17	0	1462766	1462990	1665068	1665292	5.34e-85	322
tig00000001	NC_018649.1	92.444	225	17	0	1462700	1462924	1665134	1665358	5.34e-85	322
tig00000001	NC_018649.1	88.889	252	28	0	57089	57340	382661	382912	1.16e-81	311
tig00000001	NC_018649.1	84.247	292	40	4	718127	718413	546182	545892	3.26e-72	279
tig00000001	NC_018649.1	81.928	332	58	2	78791	79121	1681411	1681741	3.26e-72	279
tig00000001	NC_018649.1	81.928	332	58	2	592593	592923	1681411	1681741	3.26e-72	279
tig00000001	NC_018649.1	81.928	332	58	2	1903975	1904305	1681741	1681411	3.26e-72	279
tig00000001	NC_018649.1	75.532	564	128	9	447811	448369	916157	915599	7.05e-69	268
tig00000001	NC_018649.1	80.757	317	53	7	1111983	1112297	1588702	1588392	1.54e-60	241
tig00000001	NC_018649.1	73.668	657	154	19	52060	52706	377915	378562	1.99e-59	237
tig00000001	NC_018649.1	88.442	199	20	3	139145	139342	520552	520748	1.99e-59	237
tig00000001	NC_018649.1	89.005	191	20	1	1907412	1907601	1682415	1682225	7.15e-59	235
tig00000001	NC_018649.1	83.206	262	36	7	1484636	1484893	16081	15824	2.57e-58	233
tig00000001	NC_018649.1	83.206	262	36	7	1484636	1484893	455981	456238	2.57e-58	233
tig00000001	NC_018649.1	83.206	262	36	7	1484636	1484893	1569167	1569424	2.57e-58	233
tig00000001	NC_018649.1	80.645	310	50	10	2494056	2494361	2065418	2065115	9.25e-58	231
tig00000001	NC_018649.1	90.964	166	14	1	1411040	1411204	1571583	1571748	5.57e-55	222
tig00000001	NC_018649.1	90.964	166	14	1	1410914	1411079	1571709	1571873	5.57e-55	222
tig00000001	NC_018649.1	92.810	153	10	1	720064	720215	546338	546186	2.00e-54	220
tig00000001	NC_018649.1	92.308	156	10	2	1906830	1906985	1682562	1682409	2.00e-54	220
tig00000001	NC_018649.1	84.444	225	31	4	950708	950930	1665323	1665101	7.20e-54	219
tig00000001	NC_018649.1	82.609	253	36	7	1484636	1484884	529618	529866	2.59e-53	217
tig00000001	NC_018649.1	86.341	205	19	4	1491672	1491870	1684211	1684412	9.32e-53	215
tig00000001	NC_018649.1	81.818	264	39	7	1484635	1484894	482932	483190	3.35e-52	213
tig00000001	NC_018649.1	94.118	136	5	2	2247338	2247471	38069	38203	2.02e-49	204
tig00000001	NC_018649.1	89.610	154	16	0	1462832	1462985	1665068	1665221	3.37e-47	196
tig00000001	NC_018649.1	89.610	154	16	0	1462700	1462853	1665200	1665353	3.37e-47	196
tig00000001	NC_018649.1	78.641	309	54	9	24073	24374	382867	383170	1.21e-46	195
tig00000001	NC_018649.1	83.495	206	32	2	1484635	1484839	1681537	1681741	1.57e-45	191
tig00000001	NC_018649.1	86.076	158	22	0	1484636	1484793	289456	289299	2.05e-39	171
tig00000001	NC_018649.1	89.552	134	12	2	24379	24511	383318	383450	7.36e-39	169
tig00000001	NC_018649.1	74.792	361	83	8	462907	463263	90372	90016	5.73e-35	156
tig00000001	NC_018649.1	83.766	154	21	3	1894961	1895111	2343392	2343240	4.46e-31	143
tig00000001	NC_018649.1	79.512	205	32	10	1739139	1739337	1621229	1621029	2.07e-29	137
tig00000001	NC_018649.1	87.387	111	14	0	1242124	1242234	1627339	1627449	1.25e-26	128
tig00000001	NC_018649.1	87.387	111	9	5	2494259	2494366	296059	296167	5.81e-25	122
tig00000001	NC_018649.1	71.990	382	103	4	636951	637330	1691028	1691407	4.52e-21	110
tig00000001	NC_018649.1	85.455	110	8	8	1739232	1739337	1582819	1582714	1.63e-20	108
tig00000001	NC_018649.1	86.957	92	9	3	1483072	1483162	461251	461340	2.72e-18	100
tig00000001	NC_018649.1	86.957	92	9	3	1483072	1483162	536969	537058	2.72e-18	100
tig00000001	NC_018649.1	72.404	366	83	14	887866	888222	2133269	2132913	2.72e-18	100
tig00000001	NC_018649.1	89.873	79	4	4	1253587	1253663	86922	86846	9.79e-18	99.0
tig00000001	NC_018649.1	89.873	79	4	4	2303158	2303234	1411467	1411391	9.79e-18	99.0
tig00000001	NC_018649.1	98.214	56	1	0	1915939	1915994	2065144	2065199	9.79e-18	99.0
tig00000001	NC_018649.1	80.315	127	25	0	1722314	1722440	117620	117494	3.52e-17	97.1
tig00000001	NC_018649.1	96.552	58	2	0	57295	57352	408536	408593	3.52e-17	97.1
tig00000001	NC_018649.1	96.610	59	1	1	151303	151361	558666	558723	3.52e-17	97.1
tig00000001	NC_018649.1	88.462	78	9	0	1253587	1253664	1227123	1227046	1.27e-16	95.3
tig00000001	NC_018649.1	88.462	78	9	0	1042429	1042506	1411468	1411391	1.27e-16	95.3
tig00000001	NC_018649.1	96.429	56	2	0	139463	139518	520765	520820	4.55e-16	93.5
tig00000001	NC_018649.1	100.000	49	0	0	325732	325780	819746	819794	1.64e-15	91.6
tig00000001	NC_018649.1	87.805	82	5	5	1707889	1707968	1532909	1532831	1.64e-15	91.6
tig00000001	NC_018649.1	77.500	160	31	4	640234	640391	1582900	1582744	1.64e-15	91.6
tig00000001	NC_018649.1	88.312	77	7	2	1375027	1375102	1911490	1911415	1.64e-15	91.6
tig00000001	NC_018649.1	100.000	48	0	0	100309	100356	479189	479236	5.89e-15	89.8
tig00000001	NC_018649.1	96.226	53	2	0	333714	333766	808946	808998	2.12e-14	87.9
tig00000001	NC_018649.1	83.871	93	10	4	1042426	1042517	86843	86931	2.74e-13	84.2
tig00000001	NC_018649.1	93.103	58	3	1	151298	151355	599988	600044	2.74e-13	84.2
tig00000001	NC_018649.1	83.871	93	10	4	2303155	2303243	1227043	1227134	2.74e-13	84.2
tig00000001	NC_018649.1	92.982	57	4	0	1737850	1737906	1622730	1622674	2.74e-13	84.2
tig00000001	NC_018649.1	79.279	111	21	2	260660	260769	485170	485061	4.59e-11	76.8
tig00000001	NC_018649.1	100.000	38	0	0	1251177	1251214	1409017	1408980	2.13e-09	71.3
tig00000001	NC_018649.1	100.000	33	0	0	826335	826367	537893	537861	1.28e-06	62.1
tig00000001	NC_018649.1	100.000	32	0	0	1740305	1740336	1532865	1532834	4.62e-06	60.2
tig00000001	NC_018649.1	100.000	31	0	0	825786	825816	525286	525316	1.66e-05	58.4
tig00000001	NC_018649.1	76.147	109	23	3	103507	103613	745668	745561	2.15e-04	54.7
